"...1","screenName","text","created","statusSource","Created_At_Round","tweetSource","date","hour"
376,"paoloigna1","rimanere vivi mentre chi era accanto invece itaewon bbc news - itaewon crowd crush: 'i was trying to do cpr, but t",2022-10-30 23:04:47,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:04:47,23
377,"flwinterr","my heart and prayers goes to all the families who lost someone in the itaewon accident",2022-10-30 23:04:32,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:04:32,23
378,"Snooper_Scope","~actor yoon hong bin recounts assisting with rescue efforts during the itaewon tragedy~ ac",2022-10-30 23:04:26,"<a href=""https://snooper-scope.in"" rel=""nofollow"">Snooper-Scope</a>",2022-10-30 23:00:00,"others",2022-10-30 23:04:26,23
379,"BupeMwansa12","s truely deserve some accolades. time without number you've proven to be the best. thank you sir",2022-10-30 23:04:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:04:16,23
380,"brogetto","southkorea korea itaewonhalloween i pray for the 150+ people that lost their lives in itaewon",2022-10-30 23:04:16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:04:16,23
381,"usemetoloveyou","my condolences to the victims and families of the bereaved since last night in itaewon, this was horrible to hear,",2022-10-30 23:04:07,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:04:07,23
382,"kelsiplays","sending love to itaewon",2022-10-30 23:03:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:03:59,23
383,"_Mythamos_","im praying that ravn wasnt in that itaewon crowd",2022-10-30 23:03:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:03:57,23
384,"suharyati_tusia","pray for itaewon",2022-10-30 23:03:49,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:03:49,23
385,"OhGiuly","itaewon halloween accident",2022-10-30 23:03:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:03:48,23
386,"rowanmorrison73","cant stop thinking about the tragedy that happened in itaewon saturday night. it seems a lot of people are having",2022-10-30 23:03:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:03:25,23
387,"istphanji","and u weren't even in itaewon in the first place",2022-10-30 23:03:19,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:03:19,23
388,"htown_Joe","too much density has its downside: massive crowds. just one of many of the unintended effects of too much density.",2022-10-30 23:03:13,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",2022-10-30 23:00:00,"others",2022-10-30 23:03:13,23
389,"kaibaeksgyu","i think muting the word itaewon is the safest thing to do on here, to avoid constantly seeing videos/photos. ever",2022-10-30 23:02:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:02:52,23
390,"TaoRin_VVHL0502","jung il woo announces the postponement of osaka tokyo fanmeeting, apologies to fans and promises to see them again",2022-10-30 23:02:49,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:02:49,23
391,"littlemixxkwon","actor and former produce 101 season 2 contestant lee ji han has been revealed to have passed away during this wee",2022-10-30 23:02:37,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:02:37,23
392,"suharyati_tusia","pray for itaewon",2022-10-30 23:02:19,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:02:19,23
393,"jjangism","i keep seeing stuff about the itaewon tragedy on twt and tiktok and i'm keeping up with the news even though it's s",2022-10-30 23:02:18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:02:18,23
394,"iamapplecider","rest in peace to the people who passed away in itaewon incident. it's really heartbreaking.",2022-10-30 23:02:08,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:02:08,23
395,"whourj31","celebrities died in the itaewon disaster.jpg actor lee jihan from produce 2 celebrity",2022-10-30 23:02:01,"<a href=""https://www.fs-poster.com/"" rel=""nofollow"">FS_Poster_App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:02:01,23
396,"txtanimalss","hi!! admin and we decided not to post anything these days out of respect for the victims in itaewon (due to the",2022-10-30 23:01:51,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:01:51,23
397,"DescantCantus","i'm okay! i was not in itaewon at all during the crowd crush. thank so much for those who asked! it's terrible to say the least.",2022-10-30 23:01:45,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:01:45,23
398,"alaskavalo","praying for the families who lost their loved ones at itaewon :(",2022-10-30 23:01:38,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:01:38,23
399,"Erlyna_erlin","serem",2022-10-30 23:01:30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:01:30,23
400,"johanadhi","tragedi halloween itaewon",2022-10-30 23:01:30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:01:30,23
401,"jan__y0r","forgive those crazy fans, peace and rest for the lives lost in itaewon, from colombia south america",2022-10-30 23:01:20,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:01:20,23
402,"annanicole8888","prayers for itaewon",2022-10-30 23:01:13,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:01:13,23
403,"rachasphobia","gosh every time i read anything about itaewon it becomes more and more tragic, i hope the families of those who wer",2022-10-30 23:00:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:00:54,23
404,"annanicole8888","prayers for itaewon",2022-10-30 23:00:47,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:00:47,23
405,"RocketSurgeonX","actor yoon hong bin recounts assisting with rescue efforts during the itaewon tragedy",2022-10-30 23:00:43,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:00:43,23
406,"JERMALICIOUSS","wait what happened in itaewon",2022-10-30 23:00:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:00:18,23
407,"clerescent","funny how the itaewon disaster is linked back to their president's ""urgency""",2022-10-30 23:00:06,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:00:06,23
408,"KFOX14","a university of kentucky student who was studying in south korea was one of more than 150 people killed when a huge",2022-10-30 23:00:02,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",2022-10-30 23:00:00,"others",2022-10-30 23:00:02,23
409,"kaedeharatales","why was an awareness post about itaewon put under the topic kpop twitter wtf",2022-10-30 23:00:02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:00:02,23
410,"DailyMailAU","grace rached, south korea: australian victim of itaewon, seoul stampede's ominous last posts",2022-10-30 22:59:42,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",2022-10-30 23:00:00,"others",2022-10-30 22:59:42,22
411,"jcdurbant","itaewon: from us base r&amp;r to chic korean night spot",2022-10-30 22:59:42,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 22:59:42,22
412,"worldnewstweet_","grace rached, south korea: australian victim of itaewon, seoul stampede's ominous last posts",2022-10-30 22:59:34,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",2022-10-30 23:00:00,"dlvr.it",2022-10-30 22:59:34,22
413,"icktori","mr queen, moon lovers, prison playbook, you are the best, itaewon class, thirty but seventeen, the light in your e",2022-10-30 22:59:33,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 22:59:33,22
414,"Cerespost","grace rached, south korea: australian victim of itaewon, seoul stampedes ominous lastposts",2022-10-30 22:59:05,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",2022-10-30 23:00:00,"others",2022-10-30 22:59:05,22
415,"MyMoonJin_512","just found out that some americans were among the deceased in itaewon. my heart breaks for victims from not only sk",2022-10-30 22:59:01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 22:59:01,22
416,"yanyankisser","hi, sorry i just saw this. your reply is hidden for some reason. no,",2022-10-30 22:59:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 22:59:00,22
417,"CarlNyberg312","hard to imagine lots of us military personnel weren't at a big party at itaewon.",2022-10-30 22:58:40,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 22:58:40,22
418,"INZAGHl","a lot really has been saying that itaewon tragedy could've been prevented and if you evaluate it - it really could'",2022-10-30 22:58:26,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 22:58:26,22
419,"ktmrtnX","they are one station apart and its only a 15-20 min walk at most",2022-10-30 22:58:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 22:58:21,22
420,"adg38","south korea mourns after deadly halloween stampede in seouls itaewon neighborhood",2022-10-30 22:58:07,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 22:58:07,22
421,"d0llydeathw1sh","the news about itaewon is so heartbreaking what the fuck man",2022-10-30 22:57:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 22:57:51,22
422,"nmmorada","terror in the three alleys: i was in itaewon last night",2022-10-30 22:57:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 22:57:50,22
423,"everymoonsofar","my heart goes out to itaewon and all the families, i cant imagine such a thing",2022-10-30 22:57:44,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 22:57:44,22
424,"hellooo_kaycee","after the tragedy in itaewon, i am worried that the crowd would flock to cemeteries tonight since it's also the fir",2022-10-30 22:57:42,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 22:57:42,22
425,"mbahkorea1","blackpink in houston day 2 live blackpink yg bornpinkshutdown lisa jennie rose",2022-10-30 22:57:37,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 22:57:37,22
426,"user_tontfi","rip to all the people that have lost their lives at the itaewon halloween crown surge",2022-10-30 22:57:33,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 22:57:33,22
427,"seokjiniedn","pray for itaewon.. we are waiting for the information to be broadcast again",2022-10-30 22:57:33,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 22:57:33,22
428,"samanthaasherr","my heart goes out to those effected by what happened in itaewon. its truly heartbreaking",2022-10-30 22:56:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 22:56:45,22
429,"strayerstudio","please read /srs hi everyone, to respect the mourning period for the tragedy in itaewon, i will not post new desig",2022-10-30 22:56:36,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 22:56:36,22
430,"MAXIDENT10_07","after what just happened in itaewon people are really concerned over a stupid halloween party shame on them!",2022-10-30 22:55:42,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 22:55:42,22
431,"trisyashsm","sad to hear what happened in itaewon",2022-10-30 22:55:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 22:55:39,22
432,"ipurplebitiesse","yes, he was in itaewon last night. rip",2022-10-30 22:55:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 22:55:39,22
433,"arcanes","the halloween festivals in itaewon have always been a thing and theres been more people there in the",2022-10-30 22:55:23,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 22:55:23,22
434,"Volantis__","ive been in the itaewon neighborhood many times. it has always been a crowded place. but i feel this could have been prevented somehow",2022-10-30 22:54:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 22:54:57,22
435,"syoopeochamchi","if everyone could please go report this tweet and the account too. they posted video of the dead and injured in ita",2022-10-30 22:54:45,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 22:54:45,22
